sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,log_renda
F,False,True,0,Assalariado,Secundário,Casado,Casa,42,15.857534246575346,2.0,4335.63,8.37462220737517
M,False,True,0,Empresário,Pós graduação,Casado,Casa,58,5.079452054794522,2.0,7867.46,8.970490544718455
F,True,True,0,Empresário,Secundário,Casado,Casa,42,15.068493150684931,2.0,4593.93,8.432491145866956
F,True,True,0,Empresário,Superior completo,Casado,Casa,51,5.890410958904107,2.0,2142.35,7.669658636352392
F,False,True,0,Assalariado,Secundário,Casado,Casa,37,11.605479452054794,2.0,2477.03,7.814815540841128
M,True,True,0,Assalariado,Secundário,Solteiro,Casa,38,14.591780821917803,1.0,11473.21,9.347770031475436
F,False,True,0,Assalariado,Primário,União,Governamental,33,1.4684931506849317,2.0,3949.03,8.281225258117757
M,False,True,0,Empresário,Secundário,União,Casa,45,1.9287671232876715,2.0,1745.8,7.4649681823012495
F,False,True,0,Pensionista,Secundário,Casado,Governamental,65,0.0,2.0,3519.21,8.165991811585371
M,False,False,1,Assalariado,Superior completo,Casado,Casa,30,1.2849315068493148,3.0,11504.23,9.350470072806866
M,True,False,1,Empresário,Superior completo,Casado,Governamental,42,2.432876712328768,3.0,6348.75,8.756013222115454
M,True,False,0,Empresário,Superior incompleto,Solteiro,Casa,28,5.550684931506848,1.0,6081.28,8.712970479118447
F,True,True,0,Empresário,Superior completo,Casado,Casa,32,10.884931506849314,2.0,3431.21,8.140668247630693
F,False,False,0,Assalariado,Secundário,Casado,Casa,47,4.550684931506848,2.0,3697.85,8.215506848658194
F,False,True,0,Assalariado,Secundário,Casado,Casa,33,5.052054794520548,2.0,1719.03,7.4495154572375455
F,True,True,0,Empresário,Superior completo,Solteiro,Casa,33,11.613698630136984,1.0,8324.69,9.026981076918084
M,True,True,0,Servidor público,Superior completo,Solteiro,Casa,27,2.263013698630137,1.0,1870.71,7.53407331693313
M,True,True,0,Servidor público,Secundário,Casado,Casa,37,10.12054794520548,2.0,13056.04,9.477006140924685
F,True,False,0,Assalariado,Superior completo,Casado,Casa,28,1.547945205479452,2.0,5190.97,8.55467585657724
M,True,True,0,Assalariado,Superior completo,Casado,Com os pais,24,4.424657534246577,2.0,1674.91,7.423514711472303
M,True,True,1,Assalariado,Secundário,Casado,Casa,37,4.575342465753423,3.0,16741.05,9.725619066090735
F,True,False,0,Empresário,Superior completo,Casado,Casa,46,9.473972602739726,2.0,2120.72,7.659510932648852
F,False,False,0,Empresário,Secundário,Casado,Casa,42,10.956164383561644,2.0,1013.74,6.921401741015988
F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,18.6054794520548,2.0,7470.16,8.91867169690685
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,52,5.635616438356164,1.0,2593.57,7.860790583980523
M,True,True,1,Assalariado,Superior completo,Casado,Casa,43,2.643835616438356,3.0,4118.34,8.323205448531112
F,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,28,7.104109589041097,1.0,3458.56,8.14860759645167
M,True,True,1,Assalariado,Secundário,Solteiro,Casa,40,4.6876712328767125,2.0,8723.37,9.073760910133453
F,True,True,0,Empresário,Superior completo,Casado,Casa,47,5.528767123287671,2.0,1286.69,7.1598283083413605
M,True,True,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315068,3.0,11307.09,9.333185241574567
M,True,False,2,Assalariado,Secundário,Casado,Casa,49,3.016438356164384,4.0,6887.34,8.83744022270132
M,True,True,1,Empresário,Superior completo,Casado,Casa,27,4.863013698630136,3.0,10543.92,9.26330466946009
M,True,True,2,Servidor público,Superior completo,Casado,Comunitário,31,4.572602739726029,4.0,12301.53,9.417478923868586
F,False,False,2,Assalariado,Secundário,União,Casa,34,3.764383561643836,4.0,521.85,6.257380190266061
F,False,False,0,Assalariado,Superior completo,Viúvo,Comunitário,54,1.6,1.0,859.21,6.7560133624205765
F,True,True,1,Assalariado,Secundário,Casado,Casa,34,15.786301369863011,3.0,1802.26,7.4967967118890755
F,True,False,1,Assalariado,Secundário,Casado,Casa,40,2.767123287671233,3.0,2585.52,7.857681927254046
F,False,False,1,Empresário,Secundário,Solteiro,Casa,36,6.717808219178082,2.0,1292.87,7.164619832340591
M,False,False,1,Assalariado,Secundário,Casado,Casa,36,3.624657534246576,3.0,6648.79,8.802190162206882
F,False,True,0,Servidor público,Superior completo,Solteiro,Casa,53,16.791780821917804,1.0,6332.04,8.753377738100344
F,True,True,0,Pensionista,Superior completo,Casado,Casa,62,0.0,2.0,5466.8,8.606448715090645
F,False,True,2,Assalariado,Secundário,Casado,Casa,35,4.090410958904109,4.0,1282.24,7.156363827447779
F,False,False,1,Assalariado,Superior completo,Casado,Casa,37,7.882191780821918,3.0,3328.14,8.110168868363987
M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,1835.19,7.514903297362876
F,False,True,0,Pensionista,Secundário,Casado,Casa,58,0.0,2.0,7477.9,8.919707282888137
F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,3010.67,8.009917924335266
F,False,False,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493152,2.0,4596.16,8.432976451243459
M,True,True,2,Assalariado,Superior completo,Casado,Casa,36,2.7178082191780817,4.0,4547.86,8.422412071634975
F,True,False,0,Empresário,Superior completo,Casado,Casa,51,15.432876712328769,2.0,1847.08,7.521361292742559
F,False,True,1,Assalariado,Superior completo,Casado,Casa,28,6.515068493150685,3.0,2548.96,7.843440711824584
M,False,True,0,Pensionista,Superior completo,Casado,Casa,60,0.0,2.0,10637.24,9.272116330749785
F,True,True,1,Empresário,Superior completo,Casado,Casa,31,4.427397260273971,3.0,4959.98,8.509156987452778
M,True,True,0,Empresário,Secundário,Casado,Casa,49,9.523287671232875,2.0,14996.91,9.615599458863432
M,True,False,0,Empresário,Secundário,Separado,Casa,41,5.665753424657535,1.0,4562.6,8.425647915458775
F,False,True,3,Servidor público,Secundário,Casado,Casa,38,5.843835616438357,5.0,2100.41,7.6498878427502754
F,False,True,1,Assalariado,Secundário,União,Casa,48,12.904109589041097,3.0,2016.82,7.609277292524262
F,False,True,1,Assalariado,Secundário,Casado,Casa,26,2.367123287671233,3.0,2314.05,7.746754515126058
F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,15808.4,9.668296723311242
M,True,True,0,Assalariado,Secundário,Casado,Casa,39,4.210958904109589,2.0,2613.13,7.868304015526841
M,False,True,1,Assalariado,Secundário,Casado,Casa,43,3.38082191780822,3.0,6690.73,8.808478265256026
F,True,True,1,Assalariado,Superior completo,Casado,Com os pais,30,6.887671232876714,3.0,3417.98,8.136805012283343
F,True,True,3,Empresário,Secundário,Casado,Casa,31,1.9753424657534249,5.0,4264.23,8.35801690435345
M,False,False,0,Assalariado,Secundário,Casado,Casa,40,5.717808219178082,2.0,8647.45,9.065019758776684
F,True,True,2,Assalariado,Superior completo,Casado,Casa,34,4.468493150684932,4.0,1954.89,7.578089204851821
F,False,True,0,Pensionista,Secundário,Casado,Casa,62,0.0,2.0,3508.85,8.163043627448095
F,True,True,1,Empresário,Secundário,Casado,Casa,39,1.3013698630136987,3.0,6788.59,8.822998540667706
F,False,True,0,Assalariado,Superior completo,Casado,Casa,44,8.052054794520547,2.0,3889.34,8.265994756407851
F,False,True,0,Assalariado,Superior completo,Casado,Casa,35,2.2,2.0,896.36,6.79834211799495
F,True,True,1,Empresário,Secundário,Casado,Casa,37,8.89315068493151,3.0,1763.92,7.4752938840644045
F,True,True,0,Assalariado,Secundário,Separado,Casa,45,3.271232876712329,1.0,818.92,6.707986398984378
F,False,True,0,Servidor público,Superior completo,Casado,Casa,48,23.23013698630137,2.0,6530.53,8.78424338283598
F,False,False,0,Assalariado,Superior completo,Casado,Casa,47,4.515068493150685,2.0,2419.42,7.791283121003939
F,False,True,0,Pensionista,Secundário,Casado,Casa,60,0.0,2.0,2592.72,7.860462796676839
F,False,True,0,Assalariado,Secundário,Casado,Casa,59,23.2027397260274,2.0,7601.71,8.936128500965719
M,True,True,1,Assalariado,Secundário,Casado,Aluguel,46,3.991780821917808,3.0,1576.48,7.362949792574164
F,False,False,0,Pensionista,Secundário,Viúvo,Casa,65,0.0,1.0,3217.12,8.076241828377338
M,False,False,0,Assalariado,Secundário,Casado,Casa,39,0.7890410958904109,2.0,2115.03,7.656824275776944
M,False,False,0,Servidor público,Superior completo,Casado,Casa,34,13.715068493150683,2.0,48649.82,10.792403387710081
F,False,False,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,2447.62,7.802871402824816
M,True,True,1,Assalariado,Secundário,Casado,Casa,45,3.723287671232877,3.0,6849.36,8.831910496234421
F,True,True,0,Assalariado,Secundário,Casado,Casa,51,1.3068493150684932,2.0,1754.46,7.469916396245283
F,False,True,0,Assalariado,Secundário,Casado,Casa,57,4.865753424657535,2.0,3303.7,8.10279833148691
F,False,True,0,Pensionista,Secundário,Viúvo,Casa,65,0.0,1.0,3486.51,8.15665651486289
M,True,True,0,Assalariado,Superior completo,Casado,Casa,59,6.646575342465752,2.0,4825.99,8.481771174073423
M,True,False,0,Empresário,Secundário,Casado,Casa,56,7.520547945205481,2.0,16575.4,9.71567494749289
F,False,False,0,Assalariado,Secundário,Casado,Casa,50,9.761643835616438,2.0,8510.8,9.049091224199563
M,False,True,2,Empresário,Superior completo,Casado,Casa,35,0.547945205479452,4.0,4853.84,8.487525423238122
F,True,True,0,Assalariado,Superior completo,Viúvo,Casa,53,7.213698630136986,1.0,3744.13,8.227944559216903
F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,2662.35,7.886964470402465
F,False,True,0,Assalariado,Secundário,Casado,Casa,54,12.194520547945206,2.0,10657.76,9.274043544307071
M,True,True,0,Assalariado,Superior completo,Casado,Casa,32,5.013698630136987,2.0,1332.72,7.194977245601462
M,True,False,0,Empresário,Superior incompleto,Solteiro,Casa,28,5.550684931506848,1.0,8219.36,9.014247626138287
F,False,False,0,Empresário,Secundário,Casado,Com os pais,46,2.249315068493151,2.0,869.44,6.767849326237983
F,True,True,1,Assalariado,Superior completo,Separado,Casa,38,0.3835616438356164,2.0,1735.65,7.459137261990456
F,True,False,0,Empresário,Superior completo,Casado,Casa,46,9.473972602739726,2.0,3243.95,8.084547002046238
M,True,False,2,Assalariado,Secundário,Casado,Casa,43,4.520547945205481,4.0,3421.45,8.137819716812151
M,True,True,1,Pensionista,Superior completo,Casado,Casa,42,0.0,3.0,3888.55,8.26579161648103
M,True,True,0,Assalariado,Secundário,Casado,Casa,33,4.008219178082192,2.0,4705.13,8.456408681818433
F,False,True,0,Pensionista,Secundário,União,Casa,60,0.0,2.0,1731.66,7.456835765002177
F,False,True,0,Empresário,Secundário,Casado,Casa,53,7.884931506849315,2.0,3543.09,8.172754506744365
F,False,False,0,Empresário,Superior completo,Casado,Casa,59,7.041095890410959,2.0,1357.22,7.213193769023131
F,True,True,1,Empresário,Superior completo,Casado,Governamental,44,21.86027397260274,3.0,2864.84,7.9602677811670315
F,False,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,3791.39,8.24048798545585
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,48,27.32876712328768,1.0,4816.79,8.479863010080985
F,False,True,0,Pensionista,Superior completo,Casado,Casa,59,0.0,2.0,4854.41,8.487642849138908
M,True,False,0,Empresário,Secundário,Casado,Casa,32,3.1890410958904107,2.0,3248.74,8.086022507843998
F,False,True,1,Empresário,Superior completo,União,Casa,30,2.9753424657534246,3.0,4507.06,8.413400335226841
F,False,True,0,Servidor público,Superior completo,Casado,Casa,34,10.178082191780822,2.0,1225.02,7.110712449376163
M,True,True,2,Assalariado,Superior completo,Casado,Casa,41,12.895890410958906,4.0,12050.97,9.396900433604328
F,True,False,1,Assalariado,Secundário,Casado,Casa,39,8.789041095890411,3.0,2133.25,7.665401917416694
F,False,False,0,Pensionista,Secundário,Casado,Casa,60,0.0,2.0,1381.65,7.231033716102354
F,True,True,0,Assalariado,Superior completo,União,Casa,43,9.512328767123286,2.0,5000.67,8.51732718243904
F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,8.928767123287669,4.0,2935.17,7.9845206522202385
M,True,True,0,Servidor público,Superior completo,Casado,Casa,27,1.7616438356164383,2.0,21019.06,9.953184924116066
M,True,True,0,Pensionista,Secundário,União,Casa,63,0.0,2.0,4250.07,8.35469073237106
F,False,False,0,Pensionista,Superior completo,Separado,Casa,52,0.0,1.0,2469.73,7.811864111906169
F,False,True,0,Empresário,Secundário,Casado,Casa,28,6.2027397260273975,2.0,727.78,6.589998804723531
M,True,False,0,Assalariado,Superior completo,Casado,Casa,41,14.52054794520548,2.0,15655.47,9.658575655666919
F,False,True,0,Empresário,Secundário,Solteiro,Aluguel,42,8.860273972602737,1.0,3895.71,8.267631226673705
F,False,True,1,Assalariado,Secundário,Casado,Casa,43,24.117808219178084,3.0,3070.53,8.029605464117425
F,False,True,1,Assalariado,Secundário,Viúvo,Casa,38,8.136986301369863,2.0,1253.82,7.133950170220062
F,True,True,0,Empresário,Superior completo,União,Casa,35,4.964383561643834,2.0,16615.08,9.718065995703375
F,False,True,0,Assalariado,Secundário,Casado,Casa,44,13.2986301369863,2.0,8547.3,9.053370722585127
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,50,21.45205479452055,1.0,20540.17,9.930137759981891
F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,0.0,2.0,3026.73,8.015238107818435
F,True,True,0,Empresário,Secundário,Casado,Governamental,45,8.210958904109589,2.0,6042.67,8.706601246232358
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,3611.42,8.191856325784942
F,False,True,0,Servidor público,Superior completo,Viúvo,Casa,53,18.389041095890416,1.0,3029.08,8.016014222035347
F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,60,29.04109589041096,1.0,9826.31,9.192818761182696
M,True,True,0,Empresário,Secundário,Casado,Casa,56,12.191780821917806,2.0,25477.36,10.145545493643104
M,True,True,0,Assalariado,Superior incompleto,Casado,Casa,47,2.347945205479452,2.0,3528.83,8.168721650228182
M,False,True,0,Empresário,Superior completo,Solteiro,Aluguel,27,3.345205479452055,1.0,6925.88,8.843020398794367
F,False,False,0,Assalariado,Superior completo,Casado,Com os pais,27,4.515068493150685,2.0,1446.08,7.276611726222915
M,True,True,0,Assalariado,Superior completo,Casado,Casa,40,5.35068493150685,2.0,22872.22,10.037678352703702
F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,4914.61,8.499967680501133
F,True,True,0,Assalariado,Superior incompleto,Casado,Casa,30,6.597260273972603,2.0,713.19,6.569747864578291
M,True,False,0,Servidor público,Secundário,Solteiro,Casa,55,4.235616438356163,2.0,3853.53,8.256744890318146
F,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,27,8.361643835616439,1.0,4670.08,8.448931481137201
M,False,True,1,Empresário,Secundário,Casado,Casa,40,0.284931506849315,3.0,2237.24,7.712998242279819
F,False,True,0,Assalariado,Superior completo,União,Casa,30,6.934246575342466,2.0,8493.46,9.047051734564553
M,True,True,0,Assalariado,Secundário,Separado,Casa,50,0.5780821917808219,1.0,4754.43,8.466832093977017
F,False,True,0,Assalariado,Secundário,Viúvo,Casa,39,1.7150684931506852,1.0,1324.75,7.188979041372871
M,False,True,0,Assalariado,Secundário,Casado,Casa,30,4.454794520547946,2.0,3046.42,8.021722409701546
M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,46,2.33972602739726,3.0,3757.75,8.231575653013335
F,False,True,0,Pensionista,Secundário,Casado,Casa,61,0.0,2.0,1017.97,6.925565727128099
M,True,False,0,Empresário,Secundário,Casado,Casa,48,6.8054794520547945,2.0,8843.24,9.087408604318272
F,False,True,0,Assalariado,Superior completo,União,Casa,44,26.56986301369863,2.0,6312.46,8.750280736929875
M,False,True,0,Assalariado,Superior completo,Casado,Com os pais,40,7.865753424657536,2.0,6171.04,8.727622660231674
M,True,True,0,Assalariado,Secundário,Casado,Casa,46,5.964383561643835,2.0,9256.02,9.133029429631765
M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,33,9.134246575342466,1.0,6372.09,8.759682795223977
F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,8.276712328767124,2.0,2386.69,7.777662747775104
F,False,True,0,Pensionista,Secundário,Casado,Casa,57,0.0,2.0,1328.3,7.1916552081384575
M,False,True,2,Assalariado,Secundário,Casado,Casa,45,0.9095890410958904,4.0,2986.63,8.001900940439793
F,True,True,2,Assalariado,Secundário,Casado,Casa,36,13.608219178082194,4.0,6027.94,8.704160606146749
F,True,True,1,Assalariado,Secundário,Casado,Casa,42,16.709589041095892,3.0,9954.51,9.205780993790144
F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,2332.21,7.75457159487397
M,True,True,3,Assalariado,Superior completo,Casado,Casa,36,1.2547945205479452,5.0,1714.99,7.44716252867925
M,True,True,1,Assalariado,Superior completo,Casado,Casa,44,12.75068493150685,3.0,18869.64,9.84530956027918
M,True,True,1,Empresário,Secundário,Casado,Casa,46,3.608219178082192,3.0,1683.36,7.428547075059978
F,False,True,0,Empresário,Secundário,Solteiro,Casa,52,8.35890410958904,1.0,1938.57,7.5697058668536545
F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5424657534246577,2.0,1051.27,6.957754236076459
F,False,True,0,Assalariado,Secundário,Solteiro,Casa,38,5.684931506849315,1.0,1970.55,7.586067970583627
M,False,False,0,Empresário,Superior completo,União,Casa,25,0.4493150684931506,2.0,5972.23,8.694875670978423
F,False,True,0,Pensionista,Secundário,Casado,Estúdio,55,0.0,2.0,1497.92,7.311832758111706
F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041098,1.0,1723.84,7.452309639492169
F,False,False,0,Assalariado,Superior completo,Casado,Casa,29,5.263013698630137,2.0,6512.92,8.781543175344908
F,False,True,0,Pensionista,Secundário,Casado,Casa,59,0.0,2.0,6004.49,8.700262801681747
F,False,True,3,Assalariado,Superior completo,Casado,Casa,35,10.117808219178082,5.0,4128.52,8.325674268220219
M,True,False,1,Empresário,Superior completo,Casado,Casa,40,2.2849315068493152,3.0,3294.24,8.099930767828434
F,False,True,0,Assalariado,Superior completo,Casado,Casa,53,6.016438356164382,2.0,2165.5,7.680406560654681
F,False,True,0,Assalariado,Superior completo,Casado,Casa,31,4.104109589041096,2.0,1041.87,6.948772454453351
